real_estate_link,license_number,license_type,legal_form,arabic_trade_name,english_trade_name,license_start_date,license_expiry_date,activities,est_banning_status,area
https://eservices.ajmanded.ae/en/TradeLicense/License/a2f17305-37b9-49b6-ae4d-da05a5a26e9b,76779,Trade License,Sole Establishment,ازتيك للعقارات,AZTEC REAL ESTATE,06/04/2016,01/04/2024,"['Land and Real Estate Purchase and Sale', 'Real Estate Lease and Management Services', 'Real Estate Purchase and Sale Brokerage']",Unprohibited,Rumaila1
https://eservices.ajmanded.ae/en/TradeLicense/License/f086a8ef-bbc6-4424-8986-7bf6035b6af9,76815,Trade License,Limited Liability Company,ايديل ديل للعقارات-ذ.م.م,IDEAL DEAL REAL ESTATE/L.L.C,07/04/2016,07/04/2018,"['Land and Real Estate Purchase and Sale', 'Real Estate Lease and Management Services']",Unprohibited,Nuaimeya1
https://eservices.ajmanded.ae/en/TradeLicense/License/ea234cc5-f768-4963-9f2a-b8f2ec258d28,77033,Trade License,Limited Liability Company,محمد اختر للعقارات-ذ.م.م,MOHAMMED AKTAR REAL ESTATE/L.L.C,21/04/2016,21/04/2019,"['Land and Real Estate Purchase and Sale', 'Real Estate Lease and Management Services']",Unprohibited,Nuaimeya2
https://eservices.ajmanded.ae/en/TradeLicense/License/4238c501-01d8-4eb7-bd2f-cd86672ed5bf,77101,Trade License,Limited Liability Company,الغربي للعقارات ذ.م.م,AL GARBI REAL ESTATE-L.L.C,27/04/2016,27/04/2017,"['Land and Real Estate Purchase and Sale', 'Real Estate Lease and Management Services']",Prohibited ,Rashideya1
https://eservices.ajmanded.ae/en/TradeLicense/License/4f3fde48-b22d-4015-9790-2a28bbd754b3,77188,Trade License,Sole Establishment,الحزم للعقارات,AL HAZAM REAL ESTATE,04/05/2016,04/05/2018,"['Land and Real Estate Purchase and Sale', 'Real Estate Lease and Management Services', 'Real Estate Leasing Brokerage']",Unprohibited,Nuaimeya2
https://eservices.ajmanded.ae/en/TradeLicense/License/72debf95-0eaa-42b6-96bb-ec65bb89e8a5,77502,Trade License,Limited Liability Company,امام للعقارات -ذ.م.م,IMAM REAL ESTATE-L.L.C,26/05/2016,25/05/2020,"['Land and Real Estate Purchase and Sale', 'Real Estate Lease and Management Services']",Prohibited ,Nuaimeya2
https://eservices.ajmanded.ae/en/TradeLicense/License/d0334cbb-eedb-41b3-b87c-2e6b8b809e7e,77868,Trade License,Limited Liability Company,بست هومز للعقارات - ذ.م.م,BEST HOMES REAL ESTATE  - L.L.C,26/06/2016,20/06/2025,"['Real Estate Lease and Management Services', 'Real Estate Purchase and Sale Brokerage']",Prohibited ,Nuaimeya2
https://eservices.ajmanded.ae/en/TradeLicense/License/dccd11e3-4088-41a7-aae9-49d19888553e,77901,Trade License,L.L.C (SOLE PROPRIETORSHIP),استثمار العقارية ذ.م.م.,ASTITHMAR REAL ESTATE .L.L.C,26/06/2016,21/06/2024,['Real Estate Lease and Management Services'],Unprohibited,Rawdha3
https://eservices.ajmanded.ae/en/TradeLicense/License/2ac29302-771a-4fc3-b337-0cf09ea6e231,78035,Trade License,Sole Establishment,ارباح للعقارات,ARBAH REAL ESTATE,12/06/2016,12/06/2018,"['Real Estate Lease and Management Services', 'Real Estate Purchase and Sale Brokerage']",Unprohibited,Nuaimeya1
https://eservices.ajmanded.ae/en/TradeLicense/License/763edacb-736e-44a2-b50d-cf44201ab9a6,78146,Trade License,Sole Establishment,الشهباء للعقارات,AL SHAHBAH REAL ESTATE,26/07/2016,19/07/2025,"['Real Estate Leasing Brokerage', 'Real Estate Purchase and Sale Brokerage']",Unprohibited,Rawdha2
https://eservices.ajmanded.ae/en/TradeLicense/License/a3c6ea9c-1930-4318-b63e-1d23a1a74ac9,78270,Trade License,Limited Liability Company,مساكن الواحة للعقارات /ذ.م.م,MASAKEN AL WAHA REAL ESTATE /L.L.C,04/08/2016,30/07/2023,['Real Estate Purchase and Sale Brokerage'],Prohibited ,Rashideya3
https://eservices.ajmanded.ae/en/TradeLicense/License/ca153978-0729-439f-bacf-0ef91d233bbd,78399,Trade License,Limited Liability Company,الطموح العقارية/ذ.م.م,AL TOMOUH REAL ESTATE/L.L.C,15/08/2016,15/08/2017,"['Land and Real Estate Purchase and Sale', 'Real Estate Lease and Management Services']",Prohibited ,Mowaihat2
https://eservices.ajmanded.ae/en/TradeLicense/License/ffd5aa28-c6e8-4648-8abe-a813c5d4cbf6,78404,Trade License,Limited Liability Company,مكتب الفايز للعقارات - ذ.م.م,AL FAYEZ REAL ESTATE OFFICE - L.LC,15/08/2016,15/08/2018,"['Land and Real Estate Purchase and Sale', 'Real Estate Lease and Management Services']",Unprohibited,Rashideya3
https://eservices.ajmanded.ae/en/TradeLicense/License/64a50d40-d405-4df3-b079-c0a0dfcb6bbe,78472,Trade License,Limited Liability Company,مهنتي العقارية - ذ.م.م,MAHENTI REAL ESTATE - L.L.C,21/08/2016,21/08/2018,"['Land and Real Estate Purchase and Sale', 'Real Estate Lease and Management Services']",Unprohibited,Rawdha2
https://eservices.ajmanded.ae/en/TradeLicense/License/e490dc94-68ae-429b-a88b-38375b0db58e,78553,Trade License,Sole Establishment,بصرى للعقارات,BASRA REAL ESTATE,24/08/2016,20/08/2022,['Real Estate Lease and Management Services'],Unprohibited,Nakheel2
https://eservices.ajmanded.ae/en/TradeLicense/License/413cd20a-ef87-40ac-9f03-0aaa8957a474,78610,Trade License,Limited Liability Company,هابي هوم العقارية - ذ.م.م,HAPPY HOME REAL ESTATE - L.L.C,24/08/2016,20/08/2022,"['Land and Real Estate Purchase and Sale', 'Real Estate Lease and Management Services']",Unprohibited,Rashideya1
https://eservices.ajmanded.ae/en/TradeLicense/License/b6b4c405-fcb0-4bf5-a8e6-b2b36b52a72d,78631,Trade License,Limited Liability Company,النوخذة للعقارات ذ.م.م,AL NOKHADHA REAL ESTATE L.L.C,31/08/2016,25/08/2024,"['Real Estate Lease and Management Services', 'Real Estate Purchase and Sale Brokerage']",Prohibited ,Humaideya1
https://eservices.ajmanded.ae/en/TradeLicense/License/50cabd3d-a56e-4d18-8101-23bd6a2a22ba,78790,Trade License,Limited Liability Company,نوافذ للعقارات ذ.م.م,NAWAFTH REAL ESTATE L.L.C,19/09/2016,12/09/2025,"['Real Estate Lease and Management Services', 'Real Estate Purchase and Sale Brokerage']",Unprohibited,Rawdha2
https://eservices.ajmanded.ae/en/TradeLicense/License/3790a514-c188-41f6-8d67-195fec5d99b5,78809,Trade License,Limited Liability Company,سنايبر للعقارات/ ذ.م.م,SNIPER REAL ESTATE /L.L.C,20/09/2016,20/09/2017,"['Land and Real Estate Purchase and Sale', 'Real Estate Lease and Management Services']",Prohibited ,Rumaila1
https://eservices.ajmanded.ae/en/TradeLicense/License/fdd991e3-f71a-4e4f-b287-1280a78dbbbc,78855,Trade License,Limited Liability Company,التحدي للعقارات-ذ.م.م,ALTAHADI REAL ESTATE - L.L.C,22/09/2016,20/09/2020,['Land and Real Estate Purchase and Sale'],Prohibited ,Nuaimeya2
https://eservices.ajmanded.ae/en/TradeLicense/License/327d4663-e1ae-46e5-80a3-99227ce8ab0c,78856,Trade License,Sole Establishment,الاماني للعقارات,AL AMANI REAL ESTATE,22/09/2016,20/09/2020,['Real Estate Purchase and Sale Brokerage'],Prohibited ,Nuaimeya2
https://eservices.ajmanded.ae/en/TradeLicense/License/89232e2f-3997-4d00-b967-b1575053dde1,78947,Trade License,Limited Liability Company,محسن للعقارات - ذ.م.م,MOHSIN REAL ESTATE - L.L.C,28/09/2016,21/09/2025,"['Land and Real Estate Purchase and Sale', 'Real Estate Lease and Management Services']",Prohibited ,Nuaimeya1
https://eservices.ajmanded.ae/en/TradeLicense/License/b714b7e6-7a0c-4e71-9cfc-ab81e51f0465,79074,Trade License,Limited Liability Company,شركة أوتاد العقارية ذ.م.م - فرع 01,AWTAD REAL ESTATE CO. L.L.C - Branch 01,10/10/2016,03/10/2025,['Self-owned Property Management Services'],Unprohibited,Rashideya3
https://eservices.ajmanded.ae/en/TradeLicense/License/8b26a316-cb76-4c80-9933-342e0671b876,79178,Trade License,Limited Liability Company,السيب للعقارات ذ.م.م,ALSEEB REAL ESTATE L.L.C,16/10/2016,09/10/2025,"['Land and Real Estate Purchase and Sale', 'Real Estate Lease and Management Services']",Unprohibited,Jurf2
https://eservices.ajmanded.ae/en/TradeLicense/License/da328f49-fe13-47fe-a13b-ecd12f4583fd,79201,Trade License,Limited Liability Company,شركة مزايا العقارية - ذ.م.م,MAZAYA REAL ESTATE COMPANY - L.L.C,17/10/2016,16/10/2020,"['Land and Real Estate Purchase and Sale', 'Real Estate Lease and Management Services', 'Real Estate Purchase and Sale Brokerage']",Prohibited ,Mowaihat2
https://eservices.ajmanded.ae/en/TradeLicense/License/0701bda5-2e7c-44e1-a8f0-6cc1df2017ac,79252,Trade License,Limited Liability Company,ليماس للعقارات -ذ.م.م,LEMAS REAL ESTATE -L.L.C,19/10/2016,12/10/2025,"['Real Estate Leasing Brokerage', 'Real Estate Purchase and Sale Brokerage']",Unprohibited,Rashideya3
https://eservices.ajmanded.ae/en/TradeLicense/License/b793e0d5-4be5-4ad4-91d5-10336e18c87f,89305,Trade License,Sole Establishment,السيوفي للعقارات,AL SEUOFEI REAL ESTATE,24/10/2016,18/10/2024,['Real Estate Lease and Management Services'],Unprohibited,Nuaimeya2
https://eservices.ajmanded.ae/en/TradeLicense/License/88868b39-2149-4024-ac67-1a4b70700aa8,89357,Professional License,Limited Liability Company,أمين للعقارات ذ.م.م,AMEEN REAL ESTATE L.L.C,26/10/2016,25/10/2019,['Real Estate Lease and Management Services'],Unprohibited,Jurf Industrial Zone2
https://eservices.ajmanded.ae/en/TradeLicense/License/23045967-cb9c-4d1d-b2de-b6b19648dc96,89539,Professional License,Limited Liability Company,فيصل علي للعقارات ذ.م.م,FAISAL ALI REAL ESTATE L.L.C,06/11/2016,02/11/2024,['Real Estate Purchase and Sale Brokerage'],Unprohibited,Rawdha1
https://eservices.ajmanded.ae/en/TradeLicense/License/5489497d-2c5c-4619-84e1-4a74edea641b,89997,Trade License,Limited Liability Company,بيكون للعقارات ذ.م.م,BECON REAL ESTATE/L.L.C,02/01/2017,28/12/2025,['Real Estate Lease and Management Services'],Unprohibited,Ajman Industrial2
https://eservices.ajmanded.ae/en/TradeLicense/License/f2b1c799-91e5-4488-b352-e85b1012f097,90049,Professional License,Sole Establishment,الزاهية للعقارات,AL ZAHIA REAL ESTATE,09/01/2017,07/01/2021,['Real Estate Lease and Management Services'],Unprohibited,Nuaimeya2
https://eservices.ajmanded.ae/en/TradeLicense/License/a4ffcaaf-29aa-46de-88b0-e86df39d5d03,90082,Trade License,Sole Establishment,الوثبة العقارية,AL WATHBA REAL ESTATE,11/01/2017,11/01/2019,"['Land and Real Estate Purchase and Sale', 'Real Estate Lease and Management Services']",Unprohibited,Mowaihat2
https://eservices.ajmanded.ae/en/TradeLicense/License/efb35e74-9110-4142-8260-93d9bc0140fa,90084,Professional License,Sole Establishment,دار الزين للعقارات,DAR AL ZAIN REAL ESTATE,11/01/2017,04/01/2026,['Real Estate Purchase and Sale Brokerage'],Unprohibited,Rawdha2
https://eservices.ajmanded.ae/en/TradeLicense/License/6e8d7b70-2315-444b-87fd-de7995db9aa2,90113,Trade License,Sole Establishment,ذا توب انترناشونال للعقارات ,THE TOP INTERNATIONAI REAL ESTATE ,12/01/2017,05/01/2026,"['Real Estate Leasing Brokerage', 'Real Estate Purchase and Sale Brokerage']",Unprohibited,Rashideya1
https://eservices.ajmanded.ae/en/TradeLicense/License/a297038d-28b3-4e82-8738-858b41a145c8,90414,Professional License,Limited Liability Company,صفاء للعقارات - ذ.م.م,SAFA REAL ESTATE - L.L.C,26/01/2017,26/01/2018,['Real Estate Lease and Management Services'],Unprohibited,Jurf1
https://eservices.ajmanded.ae/en/TradeLicense/License/1b2ad6cf-b7fa-45fa-a2fc-3e17f86c3e91,90432,Trade License,Limited Liability Company,سلطان للعقارات/ذ.م.م,SULTAN REAL ESTATE/L.L.C,06/02/2017,05/02/2020,"['Land and Real Estate Purchase and Sale', 'Real Estate Lease and Management Services', 'Real Estate Purchase and Sale Brokerage']",Unprohibited,Rashideya2
https://eservices.ajmanded.ae/en/TradeLicense/License/bf73050f-45b2-43c2-ab16-5f729545fb5a,90439,Trade License,Sole Establishment,الصداقة للعقارات,AL SADAQA REAL ESTATE,06/02/2017,05/02/2020,"['Land and Real Estate Purchase and Sale', 'Real Estate Lease and Management Services']",Unprohibited,Rawdha2
https://eservices.ajmanded.ae/en/TradeLicense/License/7f27dd57-3cc6-4307-8ba7-4f62dd6f89c9,90489,Trade License,Sole Establishment,المودة للعقارات,AL MAWADA REAL ESTATE,09/02/2017,09/02/2018,"['Land and Real Estate Purchase and Sale', 'Real Estate Lease and Management Services', 'Real Estate Purchase and Sale Brokerage']",Prohibited ,Nakheel2
https://eservices.ajmanded.ae/en/TradeLicense/License/087c6881-1123-4ce1-96b5-d69552b81700,90541,Trade License,Limited Liability Company,بارون للعقارات -ذ.م.م,BARON REAL ESTATE-L.L.C,14/02/2017,14/02/2018,"['Land and Real Estate Purchase and Sale', 'Real Estate Lease and Management Services']",Prohibited ,Nuaimeya1
https://eservices.ajmanded.ae/en/TradeLicense/License/a38c6e79-7c89-4760-8095-cb9dd7ff0e56,90599,Trade License,Limited Liability Company,مدينة الشمس للعقارات ذ م م,MADINAT AL SHAMS REAL ESTATE L.L.C,16/02/2017,15/02/2020,"['Land and Real Estate Purchase and Sale', 'Real Estate Lease and Management Services']",Unprohibited,Ajman Industrial2
https://eservices.ajmanded.ae/en/TradeLicense/License/2d2d35c2-e60f-40bc-9043-7add48a89510,90656,Trade License,Limited Liability Company,ميراث العقارية -ذ.م.م,MIRATH REAL ESTATE- L.LC,20/02/2017,20/02/2018,"['Land and Real Estate Purchase and Sale', 'Real Estate Lease and Management Services', 'Real Estate Purchase and Sale Brokerage']",Unprohibited,Nuaimeya2
https://eservices.ajmanded.ae/en/TradeLicense/License/5a88e79b-af76-4ce1-a418-8d4c6f5fbd2c,90672,Trade License,Limited Liability Company,سلسبيل للعقارات / ذ .م.م,SALSABEEL REAL ESTATE / L.L.C,22/02/2017,15/02/2026,"['Real Estate Lease and Management Services', 'Real Estate Leasing Brokerage', 'Real Estate Purchase and Sale Brokerage']",Unprohibited,Jurf1
https://eservices.ajmanded.ae/en/TradeLicense/License/e307ddb1-2ff8-41c4-9efc-3bd556cab0d8,90770,Trade License,Sole Establishment,فخر الدين للعقارات,FAKHRUDDIN REAL ESTATE.,01/03/2017,23/02/2025,['Real Estate Lease and Management Services'],Unprohibited,Nuaimeya2
https://eservices.ajmanded.ae/en/TradeLicense/License/a5cb3e21-6a74-4f4d-8dc4-368d5e2c6d1f,90869,Trade License,Limited Liability Company,اسوار للعقارات / ذ .م .م,ASWAR REAL ESTATE / L.L.C,09/03/2017,09/03/2018,"['Land and Real Estate Purchase and Sale', 'Real Estate Lease and Management Services']",Unprohibited,Rumaila2
https://eservices.ajmanded.ae/en/TradeLicense/License/27af387b-3b67-4d13-ad71-91d6ac5c030e,90915,Trade License,Limited Liability Company,الوكيل للعقارات -ذ.م.م,ALWAKEEL REAL ESTATE L.L.C,14/03/2017,14/03/2018,"['Land and Real Estate Purchase and Sale', 'Real Estate Lease and Management Services']",Prohibited ,Nakheel2
https://eservices.ajmanded.ae/en/TradeLicense/License/66c89a25-7077-4e79-83ed-45ca0cb72e6b,91051,Trade License,L.L.C (SOLE PROPRIETORSHIP),واحة الزاوية للاستثمار والتطوير العقاري - شركة الشخص الواحد ذ م م - فرع 05,WAHAT AL ZAWEYA INVESTMENT & REAL ESTATE DEVELOPMENT - SOLE PROPRIETORSHIP L.L.C - BRANCH 05,21/03/2017,19/03/2021,"['Real Estate Enterprises Investment, Development, Institution and Management']",Unprohibited,Jurf2
https://eservices.ajmanded.ae/en/TradeLicense/License/5fb48275-6169-4556-8971-26d1433574b9,91077,Professional License,Limited Liability Company,الخلف لادارة العقارات -ذ.م.م,AL KHALAF MANAGEMENT REAL ESTATE/L.L.C,23/03/2017,23/03/2019,['Real Estate Lease and Management Services'],Prohibited ,Jurf Industrial Zone2
https://eservices.ajmanded.ae/en/TradeLicense/License/00ee01e2-2d6e-4244-b4fc-a708f08e9166,91137,Trade License,Sole Establishment,علي الرشيدي للعقارات,ALI ALRASHEEDI REAL ESTATE,27/03/2017,27/03/2018,"['Land and Real Estate Purchase and Sale', 'Real Estate Lease and Management Services']",Unprohibited,Jurf3
https://eservices.ajmanded.ae/en/TradeLicense/License/3ee47dcc-65d1-424e-b865-1233f4771e39,91229,Trade License,Limited Liability Company,سمارت هوم للعقارات ذ.م.م,SMART HOME REAL ESTATE L.L.C,02/04/2017,27/03/2026,"['Land and Real Estate Purchase and Sale', 'Real Estate Lease and Management Services']",Unprohibited,Tallah2
https://eservices.ajmanded.ae/en/TradeLicense/License/7a130c27-b5ff-473b-a77b-317642124de2,91264,Trade License,Limited Liability Company,الواحات للعقارات ذ م م,AL WAHAT REAL ESTATE L.L.C,04/04/2017,28/03/2026,"['Real Estate Leasing Brokerage', 'Real Estate Purchase and Sale Brokerage']",Prohibited ,Nuaimeya2
https://eservices.ajmanded.ae/en/TradeLicense/License/0b81ee3a-e891-4504-8dc8-ba986dae6ac5,91288,Trade License,Limited Liability Company,قولد كريست للعقارات ذ.م.م,GOLDCREST REAL ESTATE L.L.C,05/04/2017,29/03/2026,"['Real Estate Lease and Management Services', 'Real Estate Leasing Brokerage', 'Real Estate Purchase and Sale Brokerage']",Unprohibited,Aamra
https://eservices.ajmanded.ae/en/TradeLicense/License/5c47b461-65f5-4258-97a7-6a3dd9d5c94c,91296,Trade License,Limited Liability Company,ريتشلاند للعقارات - ذ.م.م,RICHLAND REAL ESTATE - L.L.C,06/04/2017,03/04/2022,['Land and Real Estate Purchase and Sale'],Unprohibited,Aamra
https://eservices.ajmanded.ae/en/TradeLicense/License/50756459-1f2c-46f4-8f00-4b4995171b03,91338,Trade License,Limited Liability Company,الخبير للعقارات ذ.م.م,AL KHABEER REAL ESTATE L.L.C,10/04/2017,02/04/2026,['Real Estate Purchase and Sale Brokerage'],Unprohibited,Nuaimeya1
https://eservices.ajmanded.ae/en/TradeLicense/License/82c4c776-7443-44ac-a4ec-97dc94e6d83a,91346,Trade License,Limited Liability Company,جيباس للعقارات ذ م م,GEEPAS REAL ESTATE /L.L.C,10/04/2017,02/04/2026,"['Land and Real Estate Purchase and Sale', 'Real Estate Lease and Management Services']",Unprohibited,Liwara1
https://eservices.ajmanded.ae/en/TradeLicense/License/4a4c2f72-60d9-4030-8615-a3eb2bf3b28e,91356,Trade License,Limited Liability Company,الدار العصري للعقارات ذ م م,AL DAR AL ASRI REAL ESTATE L.L.C,11/04/2017,11/04/2019,"['Land and Real Estate Purchase and Sale', 'Real Estate Lease and Management Services']",Unprohibited,Rawdha2
https://eservices.ajmanded.ae/en/TradeLicense/License/d14210a0-d4e1-4eb5-bd43-5cff00015cb5,91411,Trade License,Sole Establishment,التكامل للعقارات,AL TAKAMEL REAL ESTATE,13/04/2017,13/04/2018,"['Land and Real Estate Purchase and Sale', 'Real Estate Lease and Management Services']",Unprohibited,Rawdha2
https://eservices.ajmanded.ae/en/TradeLicense/License/2c8fc8aa-5df5-47c6-9344-9130257b0cda,91492,Trade License,Limited Liability Company,ايوان للعقارات ذ م م,EWAN REAL ESTATE \ L.L.C,19/04/2017,19/04/2019,"['Land and Real Estate Purchase and Sale', 'Real Estate Lease and Management Services']",Unprohibited,Rawdha3
https://eservices.ajmanded.ae/en/TradeLicense/License/3daaf5fc-7fc7-45dc-9fc9-351375668f18,91527,Professional License,Limited Liability Company,البركة العقارية ذ.م.م,AL BARKAH REAL ESTATE L.L.C,20/04/2017,14/04/2025,"['Real Estate Lease and Management Services', 'Real Estate Purchase and Sale Brokerage']",Unprohibited,Rashideya3
https://eservices.ajmanded.ae/en/TradeLicense/License/76b91a23-b412-4475-ac5d-63ec7d3fc818,91560,Trade License,Sole Establishment,مزنة للعقارات,MAZNA REAL ESTATE,25/04/2017,25/04/2019,"['Land and Real Estate Purchase and Sale', 'Real Estate Lease and Management Services']",Unprohibited,Rawdha2
https://eservices.ajmanded.ae/en/TradeLicense/License/3b23c270-66e6-4df0-b716-06a22cff1874,91614,Trade License,Sole Establishment,ميثاق للعقارات,METHAQ REAL ESTATE,29/04/2017,26/04/2021,['Real Estate Purchase and Sale Brokerage'],Unprohibited,Rawdha2
https://eservices.ajmanded.ae/en/TradeLicense/License/a9c7d461-6d41-42dd-bfbc-cead7c281147,91650,Trade License,Limited Liability Company,شاه مقصود للعقارات -ذ.م.م,SHAH MAKSUD REAL ESTATE -L.L.C,01/05/2017,01/05/2019,"['Land and Real Estate Purchase and Sale', 'Real Estate Lease and Management Services']",Unprohibited,Ajman Industrial2
https://eservices.ajmanded.ae/en/TradeLicense/License/a7afbc10-37cb-4910-acf1-74b64673da73,91707,Trade License,Limited Liability Company,ابراج النور للعقارات - ذ م م,ABRAJ AL NOOR REAL ESTATE - L.L.C,08/05/2017,07/05/2019,"['Land and Real Estate Purchase and Sale', 'Real Estate Lease and Management Services']",Unprohibited,Liwara1
https://eservices.ajmanded.ae/en/TradeLicense/License/bdcff922-3cac-4d1d-9047-34c8ade25e8d,91870,Professional License,Limited Liability Company,كازا العقارية ذ.م.م,CASA REAL ESTATE L.L.C,22/05/2017,15/05/2026,"['Land and Real Estate Purchase and Sale', 'Real Estate Lease and Management Services', 'Real Estate Leasing Brokerage', 'Real Estate Purchase and Sale Brokerage']",Unprohibited,Mowaihat1
https://eservices.ajmanded.ae/en/TradeLicense/License/2beba743-4331-49a8-80b1-4a490bb35c53,91920,Trade License,Limited Liability Company,البسمة العقارية للعقارات / ذ.م.م,AL BASMA ALAQARIA REAL ESTATE / L.L.C,24/05/2017,24/05/2019,"['Land and Real Estate Purchase and Sale', 'Real Estate Lease and Management Services']",Prohibited ,Nuaimeya2
https://eservices.ajmanded.ae/en/TradeLicense/License/ddbff20f-f869-4766-906b-45de6ca9a4f0,92005,Trade License,L.L.C (SOLE PROPRIETORSHIP),المطيري للعقارات ذ.م.م (شركة الشخص الواحد),AL MUTAIRI REAL ESTATE L.L.C (SOLE PROPRIETORSHIP),31/05/2017,26/05/2025,"['Real Estate Lease and Management Services', 'Real Estate Mortgage Broker', 'Real Estate Pricing Services', 'Real Estate Purchase and Sale Brokerage']",Prohibited ,Humaideya1
https://eservices.ajmanded.ae/en/TradeLicense/License/ee508742-8a0b-460c-8438-f56174196748,92075,Professional License,Limited Liability Company,ميديا ون للعقارات - ذ.م.م,MEDIA ONE REAL ESTATE - L.L.C,08/06/2017,08/06/2019,['Real Estate Leasing Brokerage'],Unprohibited,Nuaimeya2
https://eservices.ajmanded.ae/en/TradeLicense/License/3c7b845a-7e9f-4150-963e-11bbf00d75dd,92107,Trade License,Limited Liability Company,نوير للعقارات - ذ.م.م,NUER REAL ESTATE - L.L.C,11/06/2017,05/06/2025,['Real Estate Purchase and Sale Brokerage'],Unprohibited,Liwara2
https://eservices.ajmanded.ae/en/TradeLicense/License/235bd5c4-dd92-4f1c-b32c-45195be24fcb,92288,Trade License,Sole Establishment,المباني الحديثة للعقارات,ALMABANI ALHADITHA REAL ESTATE,29/06/2017,29/06/2018,"['Land and Real Estate Purchase and Sale', 'Real Estate Lease and Management Services']",Unprohibited,Rawdha2
https://eservices.ajmanded.ae/en/TradeLicense/License/585812e3-286a-43c8-b3fa-c00ca6de84c0,92433,Trade License,Limited Liability Company,دريم ستى العقارية / ذ .م .م,DREAM CITY REAL ESTATE / L.L.C,11/07/2017,03/07/2025,"['Land and Real Estate Purchase and Sale', 'Real Estate Lease and Management Services']",Prohibited ,Rawdha2
https://eservices.ajmanded.ae/en/TradeLicense/License/a7c08b3d-24cf-4663-bc7e-38e2ed0bccca,92451,Trade License,Limited Liability Company,مروان الصايغ للعقارات - ذ.م.م,MARWAN AL SAYEQ REAL ESTATE - L.L.C,19/07/2017,16/07/2022,"['Real Estate Lease and Management Services', 'Real Estate Purchase and Sale Brokerage']",Prohibited ,Rawdha1
https://eservices.ajmanded.ae/en/TradeLicense/License/f1f8431a-fa89-4e18-b96d-5f2d38ca6d2d,92486,Trade License,Sole Establishment,دار الاسكان للعقارات,DAR UL ESKAN REAL ESTATE,16/07/2017,09/07/2025,['Self-owned Property Management Services'],Unprohibited,Nuaimeya2
https://eservices.ajmanded.ae/en/TradeLicense/License/d841f24e-bc22-4609-8296-676608c80cb5,92549,Trade License,Limited Liability Company,املاك المدينة للعقارات ذ.م.م,AMLAK AL MADINA REAL ESTATE L.L.C,20/07/2017,13/07/2025,['Real Estate Lease and Management Services'],Unprohibited,Nuaimeya2
https://eservices.ajmanded.ae/en/TradeLicense/License/e8feda51-9b8e-4c74-b2cb-772b82dea9e9,92650,Trade License,Limited Liability Company,البدر للعقارات -ذ.م.م,AL BADAR REAL ESTATE -L.L.C,27/07/2017,21/07/2025,"['Real Estate Lease and Management Services', 'Real Estate Purchase and Sale Brokerage', 'Self-owned Property Management Services']",Unprohibited,Jurf3
https://eservices.ajmanded.ae/en/TradeLicense/License/0e0bf353-8fda-4cde-95d8-cfda2c3d032d,92708,Professional License,Limited Liability Company,البيت الأبيض للعقارات - ذ.م.م,WHITE HOUSE REAL ESTATE - L.L.C,02/08/2017,01/08/2019,['Real Estate Purchase and Sale Brokerage'],Prohibited ,Nakheel2
https://eservices.ajmanded.ae/en/TradeLicense/License/5d62eb74-f939-4d7b-b351-af337850bbe2,92749,Trade License,Sole Establishment,القبطان للعقارات,ALQOBTAN REAL ESTATE,06/08/2017,01/08/2023,['Real Estate Purchase and Sale Brokerage'],Prohibited ,Jurf2
https://eservices.ajmanded.ae/en/TradeLicense/License/72affcd0-78c9-40b2-b6fb-12cc5d11774c,92780,Trade License,Limited Liability Company,نجم الرماح للعقارات -ذ.م.م,NAJM AL REMAH REAL ESTATES -L.L.C,08/08/2017,08/08/2018,"['Land and Real Estate Purchase and Sale', 'Real Estate Lease and Management Services']",Prohibited ,Nuaimeya1
https://eservices.ajmanded.ae/en/TradeLicense/License/9e7565cc-86e4-4be3-9775-f2c4f2f390d2,92859,Trade License,Limited Liability Company,شركة الخالدي للعقارات شراء الاراضي والعقارات وبيعها,COMPANY ALKHALDI REAL ESTATE Purchase and Sale of Land and Properties,13/08/2017,13/08/2018,['Land and Real Estate Purchase and Sale'],Prohibited ,Nuaimeya2
https://eservices.ajmanded.ae/en/TradeLicense/License/3af9b8ac-126f-423e-be7b-58049135f89f,92905,Trade License,Sole Establishment,عقار سيتي العقارية,AQAR CITY REAL ESTATE,16/08/2017,09/08/2025,"['Real Estate Lease and Management Services', 'Real Estate Purchase and Sale Brokerage']",Unprohibited,Rawdha3
https://eservices.ajmanded.ae/en/TradeLicense/License/8d37bf24-e274-44cd-99ec-8b7f33a81430,92938,Trade License,Limited Liability Company,سباركل للاستشارات العقارية - ذ.م.م,SPARKLE REAL ESTATE CONSULTANCIES - L.L.C,20/08/2017,20/08/2018,"['Land and Real Estate Purchase and Sale', 'Real Estate Consultancy']",Prohibited ,Jurf2
https://eservices.ajmanded.ae/en/TradeLicense/License/a1291536-b727-4b65-98be-906a45366dc2,93029,Trade License,Limited Liability Company,شركة باتيس العقارية - ذ.م.م,BATIS REAL ESTATE COMPANY - L.L.C,27/08/2017,27/08/2018,"['Land and Real Estate Purchase and Sale', 'Real Estate Lease and Management Services', 'Real Estate Pricing Services']",Unprohibited, Falcoon Towers  
